"We gratefully acknowledge the authors, originating and submitting laboratories of the sequences from GISAID’s EpiFlu™ Database on which this research is based. The list is detailed below.",,,,,,,,
All submitters of data may be contacted directly via www.gisaid.org,,,,,,,,
Isolate_Id,HA Segment_Id,NA Segment_Id,Location,Collection_Date,Isolate_Name,Originating_Lab,Submitting_Lab,Authors
EPI_ISL_398492,EPI1628813,EPI1628812,North America / United States / California,10/23/2019,B/California/46/2019,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_397165,EPI1618699,EPI1618698,North America / United States / Alabama,10/23/2019,B/Alabama/07/2019,ADPH Bureau of Clinical Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_399617,EPI1634446,EPI1634448,North America / United States / Texas,9/11/2019,B/Texas/9856/2019,,Import from public-domain,"Gruner,W.E.; Fries,A.C.; Garrett,C.M.; Powell,M.L.; Minnich,D.E.; Couch,M.R.; Hanson,J.F.; DeMarcus,L.S.; Crum,M.E.; Bogue,A.L.; Federinko,S.P.; Macias,E.A.; West,C.A.; Dane,D.J."
EPI_ISL_397063,EPI1618263,EPI1618262,North America / United States / Indiana,10/14/2019,B/Indiana/11/2019,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_397160,EPI1618659,EPI1618658,North America / United States / North Dakota,10/24/2019,B/North Dakota/11/2019,North Dakota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_356338,EPI1442932,EPI1442931,North America / United States / Maine,4/5/2019,B/Maine/09/2019,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_398892,EPI1631540,EPI1631539,North America / United States / Arizona,11/2/2019,B/Arizona/26/2019,Arizona Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_404864,EPI1664396,EPI1664395,North America / United States / New Jersey,12/20/2019,B/New Jersey/20/2019,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_395503,EPI1610073,EPI1610072,North America / United States / Florida,9/24/2019,B/Florida/59/2019,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_400124,EPI1637291,EPI1637290,North America / United States / Louisiana,9/27/2019,B/Louisiana/65/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_409314,EPI1685300,EPI1685299,North America / United States / Nevada,12/31/2019,B/Nevada/24/2019,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_347854,EPI1395162,EPI1395161,North America / United States / Texas,2/18/2019,B/Texas/09/2019,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,
EPI_ISL_402635,EPI1650907,EPI1650906,North America / United States / Illinois,12/2/2019,B/Illinois/11/2019,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_404361,EPI1660513,EPI1660512,North America / United States / Nevada,11/20/2019,B/Nevada/10214/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_353515,EPI1428450,EPI1428448,North America / United States / Massachusetts,3/4/2019,B/Massachusetts/06/2019,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_398928,EPI1631815,EPI1631814,North America / United States / California,11/4/2019,B/California/54/2019,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_401297,EPI1645348,EPI1645347,North America / United States / Texas,12/1/2019,B/Texas/44/2019,San Antonio Metropolitan Health,Centers for Disease Control and Prevention,
EPI_ISL_346166,EPI1386656,EPI1386655,North America / United States / Maryland,1/19/2019,B/Maryland/03/2019,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_386909,EPI1574204,EPI1574203,North America / United States / Hawaii,7/20/2019,B/Hawaii/32/2019,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_364266,EPI1489372,EPI1489371,North America / United States / Florida,4/30/2019,B/Florida/15/2019,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_377551,EPI1544408,EPI1544407,North America / United States / Alaska,6/7/2019,B/Alaska/05/2019,Alaska State Virology Lab,Centers for Disease Control and Prevention,
EPI_ISL_403146,EPI1654637,EPI1654636,North America / United States / Nevada,11/8/2019,B/Nevada/9940/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_357994,EPI1449359,EPI1449358,North America / United States / Louisiana,4/2/2019,B/Louisiana/18/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_405561,EPI1668739,EPI1668738,North America / United States / Washington,12/3/2019,B/Washington/10436/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_393634,EPI1602547,EPI1602546,North America / United States / Indiana,9/9/2019,B/Indiana/09/2019,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_412757,EPI1700867,EPI1700866,North America / United States / Washington,12/11/2019,B/Washington/10736/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_402935,EPI1653240,EPI1653238,North America / United States / Nevada,12/11/2019,B/Nevada/16/2019,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_403917,EPI1658244,EPI1658243,North America / United States / Texas,11/19/2019,B/Texas/10124/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_401220,EPI1644784,EPI1644783,North America / United States / Indiana,11/19/2019,B/Indiana/14/2019,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_395527,EPI1610260,EPI1610259,North America / United States / Florida,9/13/2019,B/Florida/55/2019,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_398496,EPI1628845,EPI1628844,North America / United States / Arizona,10/27/2019,B/Arizona/24/2019,Arizona Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_402598,EPI1650657,EPI1650656,North America / United States / Iowa,12/10/2019,B/Iowa/34/2019,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_412772,EPI1700980,EPI1700979,North America / United States / Washington,12/15/2019,B/Washington/10751/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_405528,EPI1668501,EPI1668500,North America / United States / New Mexico,12/11/2019,B/New Mexico/10402/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_410924,EPI1693905,EPI1693904,North America / United States / Pennsylvania,12/18/2019,B/Pennsylvania/32/2019,Pennsylvania Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_401078,EPI1643658,EPI1643657,North America / United States / Colorado,12/8/2019,B/Colorado/17/2019,Colorado Department of Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_344846,EPI1383298,EPI1383297,North America / United States / Utah,2/10/2019,B/Utah/03/2019,Utah Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_341155,EPI1369063,EPI1369062,North America / United States / Texas,1/17/2019,B/Texas/02/2019,San Antonio Metropolitan Health,Centers for Disease Control and Prevention,
EPI_ISL_404648,EPI1662681,EPI1662680,North America / United States / Maryland,11/24/2019,B/Maryland/27/2019,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_364241,EPI1489184,EPI1489183,North America / United States / Maryland,1/22/2019,B/Maryland/04/2019,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_404930,EPI1664919,EPI1664918,North America / United States / New Jersey,12/7/2019,B/New Jersey/18/2019,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_403863,EPI1657862,EPI1657861,North America / United States / Mississippi,11/24/2019,B/Mississippi/10069/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_402637,EPI1650917,EPI1650916,North America / United States / Louisiana,11/12/2019,B/Louisiana/127/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_402948,EPI1653348,EPI1653346,North America / United States / Hawaii,12/1/2019,B/Hawaii/49/2019,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_403923,EPI1658284,EPI1658283,North America / United States / Virginia,11/19/2019,B/Virginia/10130/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_414219,EPI1707410,EPI1707409,North America / United States / Alaska,12/18/2019,B/Alaska/10933/2019,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_395504,EPI1610081,EPI1610080,North America / United States / Florida,9/12/2019,B/Florida/54/2019,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,
EPI_ISL_393653,EPI1602699,EPI1602698,North America / United States / Louisiana,8/22/2019,B/Louisiana/25/2019,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_414278,EPI1707722,EPI1707721,North America / United States / Ohio,1/3/2020,B/Ohio/10992/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_413384,EPI1703746,EPI1703745,North America / United States / Oklahoma,2/9/2020,B/Oklahoma/05/2020,Oklahoma State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_413393,EPI1703818,EPI1703817,North America / United States / Wisconsin,2/1/2020,B/Wisconsin/57/2020,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_412346,EPI1698210,EPI1698209,North America / United States / Texas,1/23/2020,B/Texas/13/2020,Houston Department of Health and Human Services,Centers for Disease Control and Prevention,
EPI_ISL_410915,EPI1693833,EPI1693832,North America / United States / Delaware,1/20/2020,B/Delaware/05/2020,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_414241,EPI1707532,EPI1707531,North America / United States / Georgia,1/7/2020,B/Georgia/10955/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_414289,EPI1707786,EPI1707785,North America / United States / Oklahoma,1/3/2020,B/Oklahoma/11003/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_412308,EPI1697910,EPI1697909,North America / United States / North Dakota,1/26/2020,B/North Dakota/04/2020,North Dakota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410931,EPI1693960,EPI1693959,North America / United States / Missouri,1/13/2020,B/Missouri/01/2020,Missouri Department. of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_412358,EPI1698305,EPI1698304,North America / United States / Colorado,1/20/2020,B/Colorado/03/2020,Colorado Department of Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_412315,EPI1697966,EPI1697965,North America / United States / Tennessee,1/20/2020,B/Tennessee/06/2020,Tennessee Department of Health Laboratory-Nashville,Centers for Disease Control and Prevention,
EPI_ISL_414225,EPI1707450,EPI1707449,North America / United States / Alaska,1/5/2020,B/Alaska/10939/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_410865,EPI1693439,EPI1693438,North America / United States / Florida,1/15/2020,B/Florida/04/2020,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,
EPI_ISL_412352,EPI1698258,EPI1698257,North America / United States / California,1/5/2020,B/California/07/2020,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_413362,EPI1703572,EPI1703571,North America / United States / New Hampshire,1/23/2020,B/New Hampshire/05/2020,New Hampshire Public Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_412343,EPI1698186,EPI1698185,North America / United States / Maine,1/29/2020,B/Maine/06/2020,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_410864,EPI1693431,EPI1693430,North America / United States / Florida,1/14/2020,B/Florida/03/2020,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,
EPI_ISL_410896,EPI1693684,EPI1693683,North America / United States / Ohio,1/22/2020,B/Ohio/05/2020,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_410885,EPI1693599,EPI1693598,North America / United States / Tennessee,1/13/2020,B/Tennessee/05/2020,Tennessee Department of Health Laboratory-Nashville,Centers for Disease Control and Prevention,
EPI_ISL_409313,EPI1685292,EPI1685291,North America / United States / Wyoming,1/6/2020,B/Wyoming/02/2020,Wyoming Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_412300,EPI1697846,EPI1697845,North America / United States / California,1/2/2020,B/California/01/2020,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_409598,EPI1687439,EPI1687437,North America / United States / Wisconsin,1/6/2020,B/Wisconsin/01/2020,City of Milwaukee Health Department,Centers for Disease Control and Prevention,
EPI_ISL_410886,EPI1693607,EPI1693606,North America / United States / Iowa,1/4/2020,B/Iowa/01/2020,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_413401,EPI1703880,EPI1703879,North America / United States / New York,1/30/2020,B/New York/14/2020,New York State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412336,EPI1698130,EPI1698129,North America / United States / Rhode Island,1/22/2020,B/Rhode Island/04/2020,Rhode Island Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_414226,EPI1707455,EPI1707454,North America / United States / Arizona,1/6/2020,B/Arizona/10940/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_414266,EPI1707661,EPI1707660,North America / United States / North Dakota,1/6/2020,B/North Dakota/10980/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_405785,EPI1669450,EPI1669449,North America / United States / Maine,1/2/2020,B/Maine/01/2020,Maine Health and Environmental Testing Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_410907,EPI1693769,EPI1693768,North America / United States / Virginia,1/13/2020,B/Virginia/02/2020,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_412370,EPI1698401,EPI1698400,North America / United States / Nevada,1/26/2020,B/Nevada/06/2020,Nevada State Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_412335,EPI1698122,EPI1698121,North America / United States / South Carolina,1/9/2020,B/South Carolina/01/2020,South Carolina Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_409632,EPI1688271,EPI1687609,North America / United States / Nevada,1/6/2020,B/Nevada/01/2020,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_414350,EPI1708102,EPI1708101,North America / United States / Utah,1/2/2020,B/Utah/11064/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_412351,EPI1698250,EPI1698249,North America / United States / California,1/16/2020,B/California/11/2020,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_414356,EPI1708140,EPI1708139,North America / United States / Virginia,1/3/2020,B/Virginia/11070/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_410947,EPI1694088,EPI1694087,North America / United States / New York,1/14/2020,B/New York/06/2020,New York State Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412369,EPI1698393,EPI1698392,North America / United States / Nevada,1/21/2020,B/Nevada/05/2020,Nevada State Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_410878,EPI1693543,EPI1693542,North America / United States / South Dakota,1/19/2020,B/South Dakota/04/2020,South Dakota Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_413416,EPI1703995,EPI1703994,North America / United States / Virginia,1/27/2020,B/Virginia/05/2020,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_410916,EPI1693841,EPI1693840,North America / United States / Delaware,1/20/2020,B/Delaware/06/2020,Delaware Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_412332,EPI1698099,EPI1698098,North America / United States / District of Columbia,1/15/2020,B/District Of Columbia/03/2020,DC Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_409650,EPI1688354,EPI1687697,North America / United States / Arizona,1/11/2020,B/Arizona/02/2020,Arizona Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_412349,EPI1698234,EPI1698233,North America / United States / California,1/18/2020,B/California/12/2020,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_412334,EPI1698114,EPI1698113,North America / United States / South Carolina,1/16/2020,B/South Carolina/02/2020,South Carolina Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410941,EPI1694040,EPI1694039,North America / United States / Hawaii,1/9/2020,B/Hawaii/02/2020,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_413372,EPI1703652,EPI1703651,North America / United States / Arkansas,1/27/2020,B/Arkansas/05/2020,Arkansas Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410938,EPI1694016,EPI1694015,North America / United States / Nevada,1/3/2020,B/Nevada/02/2020,Nevada State Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_410875,EPI1693519,EPI1693518,North America / United States / Alabama,1/14/2020,B/Alabama/02/2020,ADPH Bureau of Clinical Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_409312,EPI1685284,EPI1685283,North America / United States / Wyoming,1/6/2020,B/Wyoming/01/2020,Wyoming Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_414236,EPI1707510,EPI1707509,North America / United States / Delaware,1/3/2020,B/Delaware/10950/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_409609,EPI1688133,EPI1688132,North America / United States / California,1/10/2020,B/California/06/2020,California Department of Health Services,Centers for Disease Control and Prevention,
EPI_ISL_410877,EPI1693535,EPI1693534,North America / United States / Louisiana,1/7/2020,B/Louisiana/02/2020,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_414338,EPI1708041,EPI1708040,North America / United States / Texas,1/3/2020,B/Texas/11052/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_410904,EPI1693746,EPI1693745,North America / United States / Wisconsin,1/18/2020,B/Wisconsin/55/2020,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_410921,EPI1693881,EPI1693880,North America / United States / Maryland,1/19/2020,B/Maryland/06/2020,Maryland Department of Health and Mental Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_410881,EPI1693567,EPI1693566,North America / United States / Illinois,1/5/2020,B/Illinois/01/2020,Indiana State Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_410861,EPI1693407,EPI1693406,North America / United States / Rhode Island,1/13/2020,B/Rhode Island/03/2020,Rhode Island Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412291,EPI1697774,EPI1697773,North America / United States / Nebraska,1/18/2020,B/Nebraska/04/2020,Nebraska Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_409247,EPI1684814,EPI1684813,North America / United States / Rhode Island,1/6/2020,B/Rhode Island/01/2020,Rhode Island Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410914,EPI1693825,EPI1693824,North America / United States / New Jersey,1/19/2020,B/New Jersey/02/2020,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_414308,EPI1707903,EPI1707902,North America / United States / Texas,1/7/2020,B/Texas/11022/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_409603,EPI1687472,EPI1687471,North America / United States / Arkansas,1/6/2020,B/Arkansas/02/2020,Arkansas Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_410940,EPI1694032,EPI1694031,North America / United States / Hawaii,1/6/2020,B/Hawaii/01/2020,State of Hawaii Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_412338,EPI1698146,EPI1698145,North America / United States / Georgia,1/8/2020,B/Georgia/01/2020,Georgia Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_412318,EPI1697990,EPI1697989,North America / United States / Alabama,1/27/2020,B/Alabama/03/2020,ADPH Bureau of Clinical Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_414360,EPI1708158,EPI1708157,North America / United States / Washington,1/2/2020,B/Washington/11074/2020,U.S. Air Force School of Aerospace Medicine ,U.S. Air Force School of Aerospace Medicine,"Gruner, W.E., Fries, A.C., Garrett, C.M., Powell, M.L., Hanson, J.F., DeMarcus, L.S., Sjoberg, P.A., Bogue, A.L., Robbins, A.S., Macias, E.A., Lambert, A.W.,  Dane, D.J."
EPI_ISL_410867,EPI1693455,EPI1693454,North America / United States / Wyoming,1/20/2020,B/Wyoming/03/2020,Wyoming Public Health Laboratory,Centers for Disease Control and Prevention,
EPI_ISL_410876,EPI1693527,EPI1693526,North America / United States / Louisiana,1/7/2020,B/Louisiana/01/2020,Louisiana Department of Health and Hospitals,Centers for Disease Control and Prevention,
EPI_ISL_412307,EPI1697902,EPI1697901,North America / United States / North Dakota,1/26/2020,B/North Dakota/03/2020,North Dakota Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_409630,EPI1688267,EPI1687597,North America / United States / Alaska,1/3/2020,B/Alaska/01/2020,Alaska State Virology Lab,Centers for Disease Control and Prevention,
EPI_ISL_412345,EPI1698202,EPI1698201,North America / United States / Texas,1/17/2020,B/Texas/12/2020,Houston Department of Health and Human Services,Centers for Disease Control and Prevention,
EPI_ISL_413366,EPI1703604,EPI1703603,North America / United States / Pennsylvania,2/6/2020,B/Pennsylvania/05/2020,Pennsylvania Department of Health,Centers for Disease Control and Prevention,
EPI_ISL_413375,EPI1703676,EPI1703675,North America / United States / Wisconsin,2/7/2020,B/Wisconsin/59/2020,Wisconsin State Laboratory of Hygiene,Centers for Disease Control and Prevention,
EPI_ISL_410943,EPI1694056,EPI1694055,North America / United States / Nevada,1/15/2020,B/Nevada/04/2020,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,
EPI_ISL_413360,EPI1703556,EPI1703555,North America / United States / New Jersey,1/27/2020,B/New Jersey/04/2020,New Jersey Department of Health & Senior Services,Centers for Disease Control and Prevention,
EPI_ISL_410884,EPI1693591,EPI1693590,North America / United States / Tennessee,1/10/2020,B/Tennessee/04/2020,Tennessee Department of Health Laboratory-Nashville,Centers for Disease Control and Prevention,
EPI_ISL_409265,EPI1684927,EPI1684926,North America / United States / Ohio,1/2/2020,B/Ohio/02/2020,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_410866,EPI1693447,EPI1693446,North America / United States / Massachusetts,1/13/2020,B/Massachusetts/01/2020,Massachusetts Department of Public Health,Centers for Disease Control and Prevention,
EPI_ISL_409248,EPI1684822,EPI1684821,North America / United States / New Hampshire,1/3/2020,B/New Hampshire/01/2020,New Hampshire Public Health Laboratories,Centers for Disease Control and Prevention,
EPI_ISL_410899,EPI1693706,EPI1693705,North America / United States / Wisconsin,1/14/2020,B/Wisconsin/53/2020,City of Milwaukee Health Department,Centers for Disease Control and Prevention,
